date,district,disease,cases,hospitalizations,tests_conducted,positive_rate,temperature,humidity,rainfall_mm,population,population_density
2026-03-06,Gurdaspur,Chikungunya,81,12,319,25.39,33.9,71.2,3.8,2299000,966.1
2026-03-07,Gurdaspur,Chikungunya,99,16,256,38.67,34.2,87.6,5.4,2299000,1000.7
2026-03-08,Gurdaspur,Chikungunya,141,22,296,47.64,33.8,86.8,4.7,2299000,1944.6
2026-03-09,Gurdaspur,Chikungunya,149,29,368,40.49,28.8,77.6,7.0,2299000,1187.5
2026-03-10,Gurdaspur,Chikungunya,126,29,450,28.0,35.1,85.4,1.6,2299000,833.8
2026-03-11,Gurdaspur,Chikungunya,102,19,439,23.23,30.5,78.2,2.2,2299000,1723.6
2026-03-12,Gurdaspur,Chikungunya,98,17,448,21.88,32.4,77.2,3.9,2299000,2193.0
2026-03-13,Gurdaspur,Chikungunya,123,19,560,21.96,32.7,76.5,0.0,2299000,870.6
2026-03-14,Gurdaspur,Chikungunya,191,38,792,24.12,34.5,83.6,6.4,2299000,819.6
2026-03-15,Gurdaspur,Chikungunya,138,28,392,35.2,30.4,84.0,4.2,2299000,2160.4
2026-03-16,Gurdaspur,Chikungunya,164,31,597,27.47,32.0,77.5,5.3,2299000,794.6
2026-03-17,Gurdaspur,Chikungunya,146,23,707,20.65,32.1,72.7,4.4,2299000,1447.6
2026-03-18,Gurdaspur,Chikungunya,189,19,774,24.42,33.8,82.9,8.4,2299000,2492.5
2026-03-19,Gurdaspur,Chikungunya,152,33,514,29.57,35.2,77.2,2.9,2299000,2637.1
2026-03-20,Gurdaspur,Chikungunya,149,15,429,34.73,34.0,76.3,2.3,2299000,902.0
2026-03-21,Gurdaspur,Chikungunya,111,27,534,20.79,32.8,83.0,4.8,2299000,770.2
2026-03-22,Gurdaspur,Chikungunya,109,25,511,21.33,31.1,88.2,6.0,2299000,976.2
2026-03-23,Gurdaspur,Chikungunya,111,15,402,27.61,35.3,80.5,0.0,2299000,1275.0
2026-03-24,Gurdaspur,Chikungunya,112,24,422,26.54,28.8,80.2,10.0,2299000,933.3
2026-03-25,Gurdaspur,Chikungunya,116,24,275,42.18,32.8,77.6,0.0,2299000,2825.5
2026-03-26,Gurdaspur,Chikungunya,95,18,303,31.35,29.8,75.1,10.7,2299000,778.3
2026-03-27,Gurdaspur,Chikungunya,60,10,127,47.24,32.5,77.8,5.7,2299000,824.4
2026-03-28,Gurdaspur,Chikungunya,85,10,396,21.46,30.5,73.7,3.5,2299000,2099.3
2026-03-29,Gurdaspur,Chikungunya,50,9,248,20.16,28.2,83.2,0.8,2299000,872.9
2026-03-30,Gurdaspur,Chikungunya,56,10,262,21.37,33.6,82.7,4.6,2299000,986.2
2026-03-31,Gurdaspur,Chikungunya,45,4,221,20.36,32.0,76.3,6.6,2299000,1068.8
2026-04-01,Gurdaspur,Chikungunya,21,2,76,27.63,31.8,85.3,1.1,2299000,2060.2
2026-04-02,Gurdaspur,Chikungunya,24,3,111,21.62,35.0,83.7,1.4,2299000,1271.8
2026-04-03,Gurdaspur,Chikungunya,25,3,87,28.74,33.3,70.9,2.7,2299000,1431.6
2026-04-04,Gurdaspur,Chikungunya,19,4,67,28.36,29.6,68.6,2.1,2299000,845.1
2026-04-05,Gurdaspur,Chikungunya,24,4,66,36.36,30.2,69.6,8.5,2299000,1146.9
2026-04-06,Gurdaspur,Chikungunya,19,3,73,26.03,34.3,82.0,5.8,2299000,862.9
2026-04-07,Gurdaspur,Chikungunya,27,4,106,25.47,30.9,85.4,4.1,2299000,1299.1
2026-04-08,Gurdaspur,Chikungunya,26,3,66,39.39,28.5,75.9,1.5,2299000,993.2
2026-04-09,Gurdaspur,Chikungunya,26,2,111,23.42,28.8,84.3,3.6,2299000,1507.5
2026-04-10,Gurdaspur,Chikungunya,28,6,88,31.82,32.2,78.2,3.0,2299000,1210.0
2026-04-11,Gurdaspur,Chikungunya,30,6,91,32.97,28.4,77.8,9.4,2299000,1724.9
2026-04-12,Gurdaspur,Chikungunya,24,3,52,46.15,33.5,75.5,1.7,2299000,947.4
2026-04-13,Gurdaspur,Chikungunya,13,2,44,29.55,34.6,81.6,5.4,2299000,814.3
2026-04-14,Gurdaspur,Chikungunya,28,5,99,28.28,27.7,76.7,5.4,2299000,2472.7
2026-04-15,Gurdaspur,Chikungunya,23,4,65,35.38,31.9,68.7,5.8,2299000,2567.2
2026-04-16,Gurdaspur,Chikungunya,31,7,84,36.9,29.5,77.0,3.8,2299000,1370.7
2026-04-17,Gurdaspur,Chikungunya,25,3,81,30.86,27.5,75.8,2.1,2299000,1042.8
2026-04-18,Gurdaspur,Chikungunya,25,3,109,22.94,28.2,72.9,1.8,2299000,2594.1
2026-04-19,Gurdaspur,Chikungunya,19,4,73,26.03,29.1,78.5,3.5,2299000,1074.7
2026-04-20,Gurdaspur,Chikungunya,22,4,102,21.57,27.3,85.5,4.1,2299000,1574.2
2026-04-21,Gurdaspur,Chikungunya,17,2,35,48.57,28.6,74.8,2.9,2299000,1196.8
2026-04-22,Gurdaspur,Chikungunya,25,5,120,20.83,27.2,73.1,7.8,2299000,847.7
2026-04-23,Gurdaspur,Chikungunya,19,2,75,25.33,27.2,72.3,3.8,2299000,967.3
2026-04-24,Gurdaspur,Chikungunya,21,2,104,20.19,28.4,68.7,4.7,2299000,812.3
2026-04-25,Gurdaspur,Chikungunya,23,3,50,46.0,30.8,65.0,10.0,2299000,1337.6
2026-04-26,Gurdaspur,Chikungunya,20,3,62,32.26,31.6,82.4,3.9,2299000,1227.6
2026-04-27,Gurdaspur,Chikungunya,15,2,73,20.55,29.5,68.4,1.7,2299000,1039.3
2026-04-28,Gurdaspur,Chikungunya,20,3,79,25.32,26.4,69.9,9.4,2299000,868.6
2026-04-29,Gurdaspur,Chikungunya,24,5,70,34.29,27.3,71.0,6.9,2299000,1318.4
2026-04-30,Gurdaspur,Chikungunya,20,2,52,38.46,24.9,66.7,7.1,2299000,1072.7
2026-05-01,Gurdaspur,Chikungunya,19,2,94,20.21,28.0,77.5,4.4,2299000,767.0
2026-05-02,Gurdaspur,Chikungunya,25,5,64,39.06,26.6,70.1,2.9,2299000,2125.7
2026-05-03,Gurdaspur,Chikungunya,26,3,81,32.1,26.5,74.9,5.0,2299000,839.2
2026-05-04,Gurdaspur,Chikungunya,20,3,67,29.85,24.2,67.0,5.5,2299000,1264.4
2026-05-05,Gurdaspur,Chikungunya,23,2,80,28.75,27.8,75.8,8.2,2299000,1177.3
2026-05-06,Gurdaspur,Chikungunya,13,1,42,30.95,26.3,63.2,0.0,2299000,924.7
2025-11-08,Gurdaspur,Dengue,13,2,45,28.89,25.0,45.3,0.0,2299000,991.8
2025-11-09,Gurdaspur,Dengue,13,1,37,35.14,19.7,44.3,0.0,2299000,1040.4
2025-11-10,Gurdaspur,Dengue,17,3,41,41.46,23.3,57.1,0.0,2299000,1751.8
2025-11-11,Gurdaspur,Dengue,11,2,27,40.74,25.0,51.6,0.0,2299000,937.7
2025-11-12,Gurdaspur,Dengue,16,2,66,24.24,28.7,52.9,2.2,2299000,865.3
2025-11-13,Gurdaspur,Dengue,15,1,49,30.61,23.5,53.2,0.0,2299000,2252.6
2025-11-14,Gurdaspur,Dengue,14,2,63,22.22,25.8,46.9,0.0,2299000,1347.7
2025-11-15,Gurdaspur,Dengue,18,2,55,32.73,27.9,43.9,0.0,2299000,1287.0
2025-11-16,Gurdaspur,Dengue,11,2,29,37.93,29.7,53.0,0.0,2299000,1472.9
2025-11-17,Gurdaspur,Dengue,17,3,58,29.31,23.5,45.6,0.0,2299000,2004.7
2025-11-18,Gurdaspur,Dengue,14,3,39,35.9,25.3,53.7,0.0,2299000,981.9
2025-11-19,Gurdaspur,Dengue,15,3,40,37.5,27.2,57.5,0.0,2299000,1772.9
2025-11-20,Gurdaspur,Dengue,16,3,41,39.02,27.3,59.0,0.0,2299000,989.8
2025-11-21,Gurdaspur,Dengue,17,3,83,20.48,28.7,55.5,0.0,2299000,1502.3
2025-11-22,Gurdaspur,Dengue,14,2,58,24.14,26.4,51.9,0.0,2299000,1168.8
2025-11-23,Gurdaspur,Dengue,14,3,32,43.75,27.5,57.3,0.0,2299000,1781.4
2025-11-24,Gurdaspur,Dengue,18,3,65,27.69,25.7,60.4,0.0,2299000,2342.5
2025-11-25,Gurdaspur,Dengue,17,3,52,32.69,24.7,50.2,0.0,2299000,990.2
2025-11-26,Gurdaspur,Dengue,17,3,59,28.81,30.0,52.2,0.0,2299000,1069.6
2025-11-27,Gurdaspur,Dengue,18,1,81,22.22,28.2,57.9,0.0,2299000,798.9
2025-11-28,Gurdaspur,Dengue,18,1,60,30.0,28.7,42.4,0.0,2299000,2035.7
2025-11-29,Gurdaspur,Dengue,15,3,61,24.59,28.9,55.1,0.0,2299000,810.6
2025-11-30,Gurdaspur,Dengue,15,2,45,33.33,27.9,51.9,0.0,2299000,2044.0
2025-12-01,Gurdaspur,Dengue,18,3,53,33.96,28.5,53.3,0.0,2299000,2007.4
2025-12-02,Gurdaspur,Dengue,16,3,61,26.23,31.1,54.2,0.0,2299000,1586.2
2025-12-03,Gurdaspur,Dengue,15,3,47,31.91,28.8,59.1,0.8,2299000,2082.7
2025-12-04,Gurdaspur,Dengue,19,2,72,26.39,30.6,59.1,0.3,2299000,837.1
2025-12-05,Gurdaspur,Dengue,15,2,34,44.12,26.8,55.7,0.0,2299000,1493.2
2025-12-06,Gurdaspur,Dengue,14,2,40,35.0,28.9,65.2,0.0,2299000,809.7
2025-12-07,Gurdaspur,Dengue,16,3,38,42.11,30.8,53.0,0.0,2299000,1127.5
2025-12-08,Gurdaspur,Dengue,16,3,59,27.12,30.0,58.3,0.0,2299000,1059.0
2025-12-09,Gurdaspur,Dengue,16,3,66,24.24,33.6,61.5,0.1,2299000,819.4
2025-12-10,Gurdaspur,Dengue,12,2,25,48.0,29.9,62.2,0.0,2299000,1651.0
2025-12-11,Gurdaspur,Dengue,16,2,49,32.65,33.2,63.9,0.0,2299000,969.5
2025-12-12,Gurdaspur,Dengue,13,3,61,21.31,28.6,66.9,0.0,2299000,2761.2
2025-12-13,Gurdaspur,Dengue,16,2,52,30.77,28.7,53.7,0.0,2299000,790.1
2025-12-14,Gurdaspur,Dengue,13,2,53,24.53,30.9,61.7,0.0,2299000,917.2
2025-12-15,Gurdaspur,Dengue,15,1,53,28.3,29.8,67.1,1.4,2299000,813.8
2025-12-16,Gurdaspur,Dengue,18,2,62,29.03,31.4,63.8,0.0,2299000,927.9
2025-12-17,Gurdaspur,Dengue,14,2,49,28.57,30.2,68.4,1.8,2299000,1333.1
2025-12-18,Gurdaspur,Dengue,14,1,60,23.33,30.9,63.8,0.0,2299000,919.9
2025-12-19,Gurdaspur,Dengue,15,2,65,23.08,32.6,65.2,0.0,2299000,1180.8
2025-12-20,Gurdaspur,Dengue,18,3,88,20.45,30.4,62.1,0.0,2299000,861.3
2025-12-21,Gurdaspur,Dengue,16,1,53,30.19,31.8,57.8,2.2,2299000,1044.8
2025-12-22,Gurdaspur,Dengue,18,4,84,21.43,36.5,68.5,0.0,2299000,873.6
2025-12-23,Gurdaspur,Dengue,13,2,63,20.63,35.3,60.6,0.0,2299000,1305.0
2025-12-24,Gurdaspur,Dengue,18,1,56,32.14,32.2,68.5,2.3,2299000,1038.9
2025-12-25,Gurdaspur,Dengue,16,3,71,22.54,32.8,68.3,1.0,2299000,1394.9
2025-12-26,Gurdaspur,Dengue,13,1,30,43.33,29.2,74.5,0.0,2299000,2449.7
2025-12-27,Gurdaspur,Dengue,13,1,61,21.31,31.1,68.1,1.5,2299000,1242.4
2025-12-28,Gurdaspur,Dengue,12,2,40,30.0,32.7,64.7,1.5,2299000,860.2
2025-12-29,Gurdaspur,Dengue,15,1,53,28.3,32.7,60.1,4.5,2299000,1240.8
2025-12-30,Gurdaspur,Dengue,21,3,65,32.31,32.9,61.3,0.0,2299000,1430.3
2025-12-31,Gurdaspur,Dengue,19,2,80,23.75,30.0,71.2,0.0,2299000,891.1
2026-01-01,Gurdaspur,Dengue,16,3,44,36.36,35.5,70.8,0.0,2299000,915.8
2026-01-02,Gurdaspur,Dengue,17,3,37,45.95,35.9,62.6,3.5,2299000,1586.3
2026-01-03,Gurdaspur,Dengue,17,3,47,36.17,32.7,73.7,0.0,2299000,876.0
2026-01-04,Gurdaspur,Dengue,15,3,37,40.54,32.2,63.1,0.3,2299000,2725.8
2026-01-05,Gurdaspur,Dengue,20,2,51,39.22,36.5,66.9,0.0,2299000,811.6
2026-01-06,Gurdaspur,Dengue,14,3,47,29.79,32.3,74.4,3.3,2299000,889.9
2026-01-07,Gurdaspur,Dengue,21,2,68,30.88,32.5,68.4,1.1,2299000,1190.7
2026-01-08,Gurdaspur,Dengue,15,1,63,23.81,35.7,73.7,0.0,2299000,1023.2
2026-01-09,Gurdaspur,Dengue,30,6,137,21.9,33.0,71.4,3.9,2299000,1834.2
2026-01-10,Gurdaspur,Dengue,35,5,142,24.65,32.9,62.1,0.0,2299000,1035.7
2026-01-11,Gurdaspur,Dengue,40,6,168,23.81,32.5,84.9,4.5,2299000,827.5
2026-01-12,Gurdaspur,Dengue,33,3,88,37.5,32.3,67.3,0.0,2299000,844.9
2026-01-13,Gurdaspur,Dengue,47,8,190,24.74,30.8,74.0,4.3,2299000,1525.4
2026-01-14,Gurdaspur,Dengue,53,8,106,50.0,32.8,67.9,0.4,2299000,856.6
2026-01-15,Gurdaspur,Dengue,61,13,153,39.87,33.1,81.6,1.4,2299000,2125.7
2026-01-16,Gurdaspur,Dengue,65,9,183,35.52,32.5,67.6,0.0,2299000,1554.1
2026-01-17,Gurdaspur,Dengue,89,9,347,25.65,32.7,77.2,4.0,2299000,1193.9
2026-01-18,Gurdaspur,Dengue,109,16,452,24.12,33.0,71.5,0.0,2299000,798.3
2026-01-19,Gurdaspur,Dengue,100,22,286,34.97,36.8,69.2,0.2,2299000,1500.6
2026-01-20,Gurdaspur,Dengue,89,21,414,21.5,36.6,76.8,6.1,2299000,981.3
2026-01-21,Gurdaspur,Dengue,130,22,263,49.43,35.3,74.8,1.2,2299000,2653.1
2026-01-22,Gurdaspur,Dengue,108,20,248,43.55,35.3,82.1,0.0,2299000,1061.0
2026-01-23,Gurdaspur,Dengue,102,13,413,24.7,38.3,75.4,0.0,2299000,1241.4
2026-01-24,Gurdaspur,Dengue,90,11,380,23.68,30.8,76.7,4.8,2299000,1315.3
2026-01-25,Gurdaspur,Dengue,105,25,229,45.85,31.9,77.5,0.7,2299000,1603.7
2026-01-26,Gurdaspur,Dengue,99,22,375,26.4,37.0,75.9,0.0,2299000,1753.4
2026-01-27,Gurdaspur,Dengue,98,22,438,22.37,38.6,78.5,5.2,2299000,1075.8
2026-01-28,Gurdaspur,Dengue,80,13,287,27.87,37.6,78.1,3.7,2299000,2600.3
2026-01-29,Gurdaspur,Dengue,52,10,172,30.23,34.3,77.9,1.5,2299000,1460.6
2026-01-30,Gurdaspur,Dengue,63,12,262,24.05,36.0,76.1,1.7,2299000,1027.5
2026-01-31,Gurdaspur,Dengue,58,8,151,38.41,35.1,71.0,0.0,2299000,835.6
2026-02-01,Gurdaspur,Dengue,55,11,191,28.8,34.5,77.4,0.1,2299000,1250.6
2026-02-02,Gurdaspur,Dengue,38,9,93,40.86,35.6,80.7,0.9,2299000,952.0
2026-02-03,Gurdaspur,Dengue,35,4,77,45.45,32.7,76.6,2.9,2299000,861.2
2026-02-04,Gurdaspur,Dengue,24,3,88,27.27,39.1,76.9,0.0,2299000,1996.4
2026-02-05,Gurdaspur,Dengue,20,2,61,32.79,35.8,85.8,3.0,2299000,1028.4
2026-02-06,Gurdaspur,Dengue,24,4,86,27.91,33.4,79.7,4.5,2299000,2479.0
2026-02-07,Gurdaspur,Dengue,24,3,85,28.24,32.1,78.0,1.1,2299000,845.1
2026-02-08,Gurdaspur,Dengue,22,4,109,20.18,35.2,73.7,3.6,2299000,834.4
2026-02-09,Gurdaspur,Dengue,21,3,62,33.87,35.3,73.5,4.7,2299000,1054.9
2026-02-10,Gurdaspur,Dengue,20,3,92,21.74,31.5,70.7,1.3,2299000,1060.5
2026-02-11,Gurdaspur,Dengue,21,3,56,37.5,33.9,78.0,4.3,2299000,989.8
2026-02-12,Gurdaspur,Dengue,14,2,40,35.0,32.7,69.7,2.6,2299000,980.8
2026-02-13,Gurdaspur,Dengue,17,1,70,24.29,32.0,85.3,5.4,2299000,1338.2
2026-02-14,Gurdaspur,Dengue,17,2,63,26.98,35.1,87.5,4.9,2299000,1180.7
2026-02-15,Gurdaspur,Dengue,18,2,86,20.93,37.4,73.3,11.3,2299000,2203.7
2026-02-16,Gurdaspur,Dengue,16,3,71,22.54,36.3,80.4,6.5,2299000,1372.9
2026-02-17,Gurdaspur,Dengue,15,1,35,42.86,33.8,84.4,1.3,2299000,1436.2
2026-02-18,Gurdaspur,Dengue,16,3,49,32.65,34.8,73.0,3.1,2299000,2084.7
2026-02-19,Gurdaspur,Dengue,13,2,36,36.11,36.8,75.7,0.5,2299000,1241.2
2026-02-20,Gurdaspur,Dengue,21,3,60,35.0,34.4,71.9,2.0,2299000,1527.5
2026-02-21,Gurdaspur,Dengue,17,3,55,30.91,36.4,78.2,3.7,2299000,1030.0
2026-02-22,Gurdaspur,Dengue,16,1,68,23.53,31.1,84.0,2.5,2299000,1165.7
2026-02-23,Gurdaspur,Dengue,20,2,72,27.78,33.2,84.1,1.8,2299000,798.4
2026-02-24,Gurdaspur,Dengue,12,1,39,30.77,35.5,66.5,0.0,2299000,1214.4
2026-02-25,Gurdaspur,Dengue,20,3,72,27.78,33.3,81.6,9.3,2299000,972.7
2026-02-26,Gurdaspur,Dengue,17,3,56,30.36,30.4,77.5,4.7,2299000,831.5
2026-02-27,Gurdaspur,Dengue,16,2,45,35.56,33.9,81.9,6.8,2299000,788.2
2026-02-28,Gurdaspur,Dengue,12,1,33,36.36,35.4,73.2,0.0,2299000,1969.3
2026-03-01,Gurdaspur,Dengue,20,2,98,20.41,36.0,85.1,5.9,2299000,1892.6
2026-03-02,Gurdaspur,Dengue,17,3,50,34.0,36.9,75.0,3.4,2299000,1015.3
2026-03-03,Gurdaspur,Dengue,19,3,68,27.94,33.5,78.5,1.7,2299000,1131.5
2026-03-04,Gurdaspur,Dengue,13,1,38,34.21,36.0,82.0,5.3,2299000,2721.0
2026-03-05,Gurdaspur,Dengue,19,3,54,35.19,34.8,80.3,1.8,2299000,935.3
2026-03-06,Gurdaspur,Dengue,14,2,29,48.28,33.1,84.4,5.7,2299000,1167.6
2026-03-07,Gurdaspur,Dengue,16,2,47,34.04,33.6,85.2,0.8,2299000,769.2
2026-03-08,Gurdaspur,Dengue,18,1,47,38.3,36.5,78.1,5.7,2299000,980.6
2026-03-09,Gurdaspur,Dengue,22,5,104,21.15,37.1,83.7,9.7,2299000,2601.9
2026-03-10,Gurdaspur,Dengue,17,2,83,20.48,34.3,66.9,3.0,2299000,2397.6
2026-03-11,Gurdaspur,Dengue,20,3,92,21.74,32.5,82.6,0.0,2299000,781.5
2026-03-12,Gurdaspur,Dengue,17,1,73,23.29,36.6,73.6,2.1,2299000,1378.3
2026-03-13,Gurdaspur,Dengue,20,3,42,47.62,32.9,78.0,3.7,2299000,813.9
2026-03-14,Gurdaspur,Dengue,14,3,39,35.9,32.6,77.7,4.5,2299000,2065.4
2026-03-15,Gurdaspur,Dengue,16,3,70,22.86,33.7,79.6,4.6,2299000,941.6
2026-03-16,Gurdaspur,Dengue,15,1,32,46.88,32.9,75.9,5.2,2299000,1560.5
2026-03-17,Gurdaspur,Dengue,19,4,89,21.35,33.2,81.3,7.9,2299000,1432.6
2026-03-18,Gurdaspur,Dengue,17,4,79,21.52,33.7,83.1,6.5,2299000,1846.7
2026-03-19,Gurdaspur,Dengue,16,3,68,23.53,33.0,79.2,8.6,2299000,2680.1
2026-03-20,Gurdaspur,Dengue,16,3,37,43.24,34.9,78.6,10.6,2299000,2012.0
2026-03-21,Gurdaspur,Dengue,16,2,75,21.33,32.4,79.8,6.6,2299000,1552.6
2026-03-22,Gurdaspur,Dengue,15,3,66,22.73,29.6,84.0,3.4,2299000,779.0
2026-03-23,Gurdaspur,Dengue,20,2,95,21.05,36.7,73.3,7.9,2299000,1689.8
2026-03-24,Gurdaspur,Dengue,15,1,57,26.32,26.9,77.9,7.4,2299000,1122.7
2026-03-25,Gurdaspur,Dengue,18,4,46,39.13,28.3,74.1,3.8,2299000,1720.1
2026-03-26,Gurdaspur,Dengue,19,3,64,29.69,30.0,81.5,3.9,2299000,773.5
2026-03-27,Gurdaspur,Dengue,17,2,66,25.76,31.6,77.1,4.6,2299000,822.2
2026-03-28,Gurdaspur,Dengue,15,2,33,45.45,32.1,78.5,7.5,2299000,888.7
2026-03-29,Gurdaspur,Dengue,13,1,35,37.14,27.2,73.9,10.8,2299000,1233.7
2026-03-30,Gurdaspur,Dengue,18,3,66,27.27,31.6,77.1,6.6,2299000,2680.7
2026-03-31,Gurdaspur,Dengue,14,2,52,26.92,31.5,82.8,1.5,2299000,1894.9
2026-04-01,Gurdaspur,Dengue,11,1,24,45.83,34.6,74.1,5.2,2299000,1389.8
2026-04-02,Gurdaspur,Dengue,19,3,93,20.43,29.3,81.8,7.3,2299000,838.0
2026-04-03,Gurdaspur,Dengue,15,3,63,23.81,34.5,88.0,6.2,2299000,2126.1
2026-04-04,Gurdaspur,Dengue,14,3,32,43.75,28.7,82.3,6.7,2299000,1980.6
2026-04-05,Gurdaspur,Dengue,17,2,41,41.46,32.7,83.8,14.5,2299000,913.5
2026-04-06,Gurdaspur,Dengue,17,2,43,39.53,27.1,76.8,1.3,2299000,930.3
2026-04-07,Gurdaspur,Dengue,19,3,42,45.24,29.1,68.2,7.3,2299000,813.1
2026-04-08,Gurdaspur,Dengue,15,2,50,30.0,29.9,79.0,4.6,2299000,1175.6
2026-04-09,Gurdaspur,Dengue,15,1,44,34.09,31.0,78.7,10.0,2299000,2169.3
2026-04-10,Gurdaspur,Dengue,17,2,47,36.17,31.0,78.5,4.0,2299000,1605.3
2026-04-11,Gurdaspur,Dengue,16,2,53,30.19,29.9,75.9,6.6,2299000,2422.5
2026-04-12,Gurdaspur,Dengue,14,2,59,23.73,30.5,72.5,7.2,2299000,991.3
2026-04-13,Gurdaspur,Dengue,20,2,53,37.74,30.2,85.5,5.9,2299000,1359.0
2026-04-14,Gurdaspur,Dengue,14,2,52,26.92,31.8,74.8,0.5,2299000,930.7
2026-04-15,Gurdaspur,Dengue,13,2,44,29.55,30.4,80.8,7.9,2299000,2176.7
2026-04-16,Gurdaspur,Dengue,13,2,62,20.97,29.4,73.5,4.4,2299000,844.6
2026-04-17,Gurdaspur,Dengue,16,3,36,44.44,28.1,80.3,5.6,2299000,2591.8
2026-04-18,Gurdaspur,Dengue,14,1,29,48.28,31.1,74.2,7.8,2299000,929.0
2026-04-19,Gurdaspur,Dengue,16,2,72,22.22,26.5,85.5,5.9,2299000,1474.3
2026-04-20,Gurdaspur,Dengue,11,1,26,42.31,25.9,77.4,3.8,2299000,1235.3
2026-04-21,Gurdaspur,Dengue,14,1,66,21.21,25.7,75.0,4.6,2299000,1856.0
2026-04-22,Gurdaspur,Dengue,18,1,61,29.51,27.7,71.2,5.9,2299000,2596.5
2026-04-23,Gurdaspur,Dengue,16,3,38,42.11,25.2,67.4,6.5,2299000,1164.5
2026-04-24,Gurdaspur,Dengue,12,2,28,42.86,26.4,73.2,1.2,2299000,1136.6
2026-04-25,Gurdaspur,Dengue,11,1,48,22.92,28.8,77.9,0.9,2299000,992.8
2026-04-26,Gurdaspur,Dengue,16,2,77,20.78,22.4,77.2,3.9,2299000,2440.1
2026-04-27,Gurdaspur,Dengue,14,1,68,20.59,28.6,78.0,2.8,2299000,964.6
2026-04-28,Gurdaspur,Dengue,15,2,57,26.32,25.0,73.2,0.0,2299000,905.1
2026-04-29,Gurdaspur,Dengue,15,3,67,22.39,26.1,58.2,2.1,2299000,1155.1
2026-04-30,Gurdaspur,Dengue,13,1,38,34.21,26.6,65.7,5.4,2299000,798.5
2026-05-01,Gurdaspur,Dengue,16,1,70,22.86,29.2,70.4,0.4,2299000,927.9
2026-05-02,Gurdaspur,Dengue,16,3,45,35.56,25.2,68.6,6.0,2299000,2799.4
2026-05-03,Gurdaspur,Dengue,17,4,36,47.22,24.5,71.8,2.9,2299000,952.0
2026-05-04,Gurdaspur,Dengue,20,3,78,25.64,22.9,68.2,0.0,2299000,1019.6
2026-05-05,Gurdaspur,Dengue,14,2,61,22.95,26.1,67.5,3.2,2299000,874.1
2026-05-06,Gurdaspur,Dengue,17,3,47,36.17,25.7,70.5,3.1,2299000,1550.7
2025-11-08,Gurdaspur,Influenza,27,5,74,36.49,24.8,42.1,0.0,2299000,2066.4
2025-11-09,Gurdaspur,Influenza,22,2,102,21.57,25.5,53.1,0.0,2299000,1710.0
2025-11-10,Gurdaspur,Influenza,25,3,56,44.64,24.3,53.5,0.0,2299000,1140.5
2025-11-11,Gurdaspur,Influenza,29,5,78,37.18,26.6,47.1,0.0,2299000,816.0
2025-11-12,Gurdaspur,Influenza,21,2,60,35.0,28.1,47.8,0.0,2299000,2289.0
2025-11-13,Gurdaspur,Influenza,23,3,69,33.33,21.5,43.6,0.0,2299000,1842.7
2025-11-14,Gurdaspur,Influenza,24,3,81,29.63,23.2,57.7,0.0,2299000,1572.4
2025-11-15,Gurdaspur,Influenza,19,3,80,23.75,26.0,54.1,0.0,2299000,839.5
2025-11-16,Gurdaspur,Influenza,21,3,72,29.17,22.7,51.0,0.0,2299000,1845.0
2025-11-17,Gurdaspur,Influenza,22,3,73,30.14,27.1,55.0,0.0,2299000,1372.4
2025-11-18,Gurdaspur,Influenza,25,2,84,29.76,26.4,53.6,0.0,2299000,1953.3
2025-11-19,Gurdaspur,Influenza,20,3,49,40.82,27.0,45.1,0.0,2299000,1993.2
2025-11-20,Gurdaspur,Influenza,33,8,78,42.31,27.2,48.0,0.0,2299000,774.0
2025-11-21,Gurdaspur,Influenza,29,4,76,38.16,24.2,53.3,0.0,2299000,1654.8
2025-11-22,Gurdaspur,Influenza,24,4,65,36.92,26.1,51.8,0.0,2299000,871.5
2025-11-23,Gurdaspur,Influenza,28,5,86,32.56,26.5,58.9,0.0,2299000,1298.8
2025-11-24,Gurdaspur,Influenza,25,3,56,44.64,26.3,60.0,0.0,2299000,1526.3
2025-11-25,Gurdaspur,Influenza,23,5,69,33.33,25.1,52.0,0.0,2299000,1740.4
2025-11-26,Gurdaspur,Influenza,27,5,66,40.91,29.5,53.8,0.0,2299000,2465.3
2025-11-27,Gurdaspur,Influenza,37,7,130,28.46,26.8,53.6,0.0,2299000,1335.2
2025-11-28,Gurdaspur,Influenza,26,6,84,30.95,23.2,61.8,0.0,2299000,1327.2
2025-11-29,Gurdaspur,Influenza,27,5,118,22.88,28.4,54.9,0.7,2299000,848.5
2025-11-30,Gurdaspur,Influenza,24,2,113,21.24,31.7,56.6,0.0,2299000,790.4
2025-12-01,Gurdaspur,Influenza,22,3,52,42.31,29.0,53.4,0.0,2299000,1919.5
2025-12-02,Gurdaspur,Influenza,31,6,117,26.5,28.4,58.2,0.0,2299000,975.1
2025-12-03,Gurdaspur,Influenza,26,2,93,27.96,28.5,55.5,0.0,2299000,1820.9
2025-12-04,Gurdaspur,Influenza,26,5,126,20.63,26.9,56.0,0.0,2299000,1058.2
2025-12-05,Gurdaspur,Influenza,28,3,122,22.95,32.2,56.2,0.0,2299000,1209.4
2025-12-06,Gurdaspur,Influenza,28,4,128,21.88,32.8,56.7,0.0,2299000,857.2
2025-12-07,Gurdaspur,Influenza,32,6,120,26.67,26.0,65.6,0.3,2299000,1278.7
2025-12-08,Gurdaspur,Influenza,27,6,116,23.28,32.1,59.2,0.9,2299000,2604.2
